Series;Time;Value
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-18T05:00:00+05:00;2.4167
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-18T07:00:00+05:00;1.6667
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-18T09:00:00+05:00;2
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-18T11:00:00+05:00;4.66665
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-18T13:00:00+05:00;4.41665
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-18T15:00:00+05:00;4.58335
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-18T17:00:00+05:00;6.083349999999999
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-18T19:00:00+05:00;5.583349999999999
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-18T21:00:00+05:00;3.58335
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-18T23:00:00+05:00;1.75
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-19T01:00:00+05:00;1.41665
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-19T03:00:00+05:00;2.9167
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-19T05:00:00+05:00;2.5
